code,product_name,ingredient_id,inci_name,is_functional,macro_category,macro_id
00000014,Süßlupinen Mehl,1,Water,1,Other,19
00000014,Süßlupinen Mehl,2,Buriti Oil,1,Other,19
00000014,Süßlupinen Mehl,3,Arnica Montana,1,Other,19
00000014,Süßlupinen Mehl,4,Menthol,1,Other,19
00000014,Süßlupinen Mehl,5,Avoid Contact With Eyes,1,Other,19
00000014,Süßlupinen Mehl,6,Mucous,1,Other,19
00000014,Süßlupinen Mehl,7,Tocopherol,1,Other,19
00000014,Süßlupinen Mehl,8,Oil,1,Other,19
00000014,Süßlupinen Mehl,9,Phenoxyethanol R Um Sorbate,0,Other,19
00000014,Süßlupinen Mehl,10,Silicones,1,Other,19
00000311,Huile végétale Amande douce,8,Oil,1,Oils,18
00000511,pure collagène marin,11,Added Sugarss,1,Other,19
00000511,pure collagène marin,12,Lactose,1,Other,19
00000511,pure collagène marin,13,Preservatives,1,Other,19
00000511,pure collagène marin,14,Colorings,1,Other,19
00000511,pure collagène marin,15,Lower Addiscombe Road,1,Other,19
00000511,pure collagène marin,16,Croydon,1,Other,19
00000511,pure collagène marin,17,Cr 6Ad,1,Other,19
00000561,Huile végétale coco,8,Oil,1,Oils,18
00000587,Macérât huileux Lys,8,Oil,1,Oils,18
00000587,Macérât huileux Lys,18,Lilium Candidum Flower Extract,1,Oils,18
00000695,olé olé Aloé,1,Water,1,Other,19
00000695,olé olé Aloé,19,Glycerin,1,Other,19
00000695,olé olé Aloé,20,Hydroxyethyl Cellulose,1,Other,19
00000695,olé olé Aloé,21,Phenoxyethanol,0,Other,19
00000695,olé olé Aloé,22,Aloe Barbadensis Leaf Juice,1,Other,19
00000695,olé olé Aloé,23,Allantoin,1,Other,19
00000695,olé olé Aloé,24,Benzoic Acid,1,Other,19
00000859,Base lavante,1,Water,1,Makeup,13
00000859,Base lavante,25,Lauryl Glucoside,1,Makeup,13
00000859,Base lavante,19,Glycerin,1,Makeup,13
00000859,Base lavante,26,Sodium Cocoamphoacetate,1,Makeup,13
00000859,Base lavante,27,Decyl Glucoside,1,Makeup,13
00000859,Base lavante,28,Sodium Cocoyl Glutamate,1,Makeup,13
00000859,Base lavante,29,Sodium Lauryl Glucose Carboxylate,1,Makeup,13
00000859,Base lavante,30,Glyceryl Caprylate,1,Makeup,13
00000859,Base lavante,31,Leuconostocradish Root Ferment Filtrate,1,Makeup,13
00000859,Base lavante,32,Coco-Glucoside,1,Makeup,13
00000859,Base lavante,33,Glyceryl Oleate,1,Makeup,13
00000859,Base lavante,34,Lactic Acid,1,Makeup,13
00000905,Henné d'Egypte,35,Lawsonia Inermis Leaf Powder,1,Other,19
00001277,Indian Healing Clay,36,Natural Calcium Bentonite Clay,1,Other,19
0000160332625,Colgate toothpaste,1,Water,1,Hygiene,10
0000160332625,Colgate toothpaste,37,Sorbitol,1,Hygiene,10
0000160332625,Colgate toothpaste,38,Hydrated Silica,1,Hygiene,10
0000160332625,Colgate toothpaste,19,Glycerin,1,Hygiene,10
0000160332625,Colgate toothpaste,39,Peg-12,1,Hygiene,10
0000160332625,Colgate toothpaste,40,Tetrasodium Pyrophosphate,1,Hygiene,10
0000160332625,Colgate toothpaste,41,Flavor,1,Hygiene,10
0000160332625,Colgate toothpaste,42,Sodium Lauryl Sulfate,1,Hygiene,10
0000160332625,Colgate toothpaste,43,Zinc Phosphate,1,Hygiene,10
0000160332625,Colgate toothpaste,44,Cellulose Gum,1,Hygiene,10
0000160332625,Colgate toothpaste,45,Sodium Citrate,1,Hygiene,10
0000160332625,Colgate toothpaste,46,Microcrystalline Cellulose,1,Hygiene,10
0000160332625,Colgate toothpaste,47,Sodium Saccharin,1,Hygiene,10
0000160332625,Colgate toothpaste,48,Cocamidopropyl Betaine,1,Hygiene,10
0000160332625,Colgate toothpaste,49,Xanthan Gum,1,Hygiene,10
0000160332625,Colgate toothpaste,50,Citric Acid,1,Hygiene,10
0000160332625,Colgate toothpaste,51,Sucralose,1,Hygiene,10
0000160332625,Colgate toothpaste,52,Titanium Dioxide,1,Hygiene,10
00001785,"Nutricentials, day dream protective cream",53,Homosalate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",54,Ethylhexyl Salicylate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",55,Polyglyceryl-6 Stearate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",56,Buy Methoxydibenzoylmethane,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",57,Butylene Glycol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",58,Octocrylene,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",59,Butyloctyl Salicylate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",60,C12-15 Alkyl Benzoate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",61,Dimethicone,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",62,Isodecyl Neopentanoate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",63,Potassium Cetyl Phosphate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",64,Triacontanyl Pvp,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",65,Propanediol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",66,Cetearyl Alcohol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",19,Glycerin,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",67,Batyl Alcohol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",68,Silia,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",69,Helianthus Annuus Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",70,Selaginella Lepidophylla Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",71,Rhodiola Rosea Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",8,Oil,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",72,Oryza Sativa Bran Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",73,Bisabolol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",74,Tocopheryl Acetate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",75,Rosmarinus Officinalis Leaf Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",76,Inonotus Obliquus Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",77,Rhaponticum Carthamoides Root Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",78,Cucurbita Pepo Fruit Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",79,Bleutherococcus Senticosus Root Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",80,Capsicum Annuum Fruit Extract,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",7,Tocopherol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",81,T-Butyl Alcohol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",82,Isopropyl Alcohol,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",83,Glyceryl Distearate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",84,Glyceryl Stearate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",85,Polyglyceryl-6 Behenate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",86,Ammonium Acryloyldimethyltauratevp Copolymer,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",49,Xanthan Gum,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",87,Disodium Edta,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",88,Caprylhydroxamic Acid,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",50,Citric Acid,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",89,Sodium Hydroxide Sodium Oxide,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",90,Fragrance,0,Face_Care,6
00001785,"Nutricentials, day dream protective cream",21,Phenoxyethanol,0,Face_Care,6
00001785,"Nutricentials, day dream protective cream",91,Chlorphenesin,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",92,Sodium Dehydroacetate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",93,Sodium Benzoate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",94,Sodium Salicylate,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",95,Hexyl Cinnamal,1,Face_Care,6
00001785,"Nutricentials, day dream protective cream",96,Linalool,0,Face_Care,6
00001785,"Nutricentials, day dream protective cream",97,Limonene,0,Face_Care,6
00001785,"Nutricentials, day dream protective cream",98,Geraniol,0,Face_Care,6
00002337,Base shampooing,1,Water,1,Hair_Care,8
00002337,Base shampooing,19,Glycerin,1,Hair_Care,8
00002337,Base shampooing,26,Sodium Cocoamphoacetate,1,Hair_Care,8
00002337,Base shampooing,25,Lauryl Glucoside,1,Hair_Care,8
00002337,Base shampooing,28,Sodium Cocoyl Glutamate,1,Hair_Care,8
00002337,Base shampooing,99,Babassuamidopropyl Betaine,1,Hair_Care,8
00002337,Base shampooing,33,Glyceryl Oleate,1,Hair_Care,8
00002337,Base shampooing,32,Coco-Glucoside,1,Hair_Care,8
00002337,Base shampooing,34,Lactic Acid,1,Hair_Care,8
00002337,Base shampooing,30,Glyceryl Caprylate,1,Hair_Care,8
00002337,Base shampooing,100,Inulin,1,Hair_Care,8
00002337,Base shampooing,101,Arginine,1,Hair_Care,8
00002337,Base shampooing,102,Sodium Chloride,1,Hair_Care,8
00002337,Base shampooing,103,Levulinic Acid,1,Hair_Care,8
00002337,Base shampooing,104,Sodium Anisate,1,Hair_Care,8
00002337,Base shampooing,105,Sodium Pca,1,Hair_Care,8
00002369,Crème neutre désaltérante,1,Water,1,Face_Care,6
00002369,Crème neutre désaltérante,8,Oil,1,Face_Care,6
00002369,Crème neutre désaltérante,19,Glycerin,1,Face_Care,6
00002369,Crème neutre désaltérante,106,Salix Nigra Bark Extract,1,Face_Care,6
00002369,Crème neutre désaltérante,107,Dicaprylyl Carbonate,1,Face_Care,6
00002369,Crème neutre désaltérante,84,Glyceryl Stearate,1,Face_Care,6
00002369,Crème neutre désaltérante,108,Cetearyl Olivate,1,Face_Care,6
00002369,Crème neutre désaltérante,109,Silica,1,Face_Care,6
00002369,Crème neutre désaltérante,110,Sorbitan Olivate,1,Face_Care,6
00002369,Crème neutre désaltérante,111,Sodium Levulinate,1,Face_Care,6
00002369,Crème neutre désaltérante,49,Xanthan Gum,1,Face_Care,6
00002369,Crème neutre désaltérante,112,Aloe Barbadensis Leaf Extract,1,Face_Care,6
00002369,Crème neutre désaltérante,104,Sodium Anisate,1,Face_Care,6
00002369,Crème neutre désaltérante,50,Citric Acid,1,Face_Care,6
00002369,Crème neutre désaltérante,103,Levulinic Acid,1,Face_Care,6
00002369,Crème neutre désaltérante,7,Tocopherol,1,Face_Care,6
00002631,Herbal Aloe Concentrado,1,Water,1,Other,19
00002631,Herbal Aloe Concentrado,113,Cido Ctrico Anhidro,1,Other,19
00002631,Herbal Aloe Concentrado,114,Sabor Natural De Mandarina,1,Other,19
00002631,Herbal Aloe Concentrado,115,1 Ppm,1,Other,19
00002631,Herbal Aloe Concentrado,116,Sucralosa En Polvo 0,1,Other,19
00002631,Herbal Aloe Concentrado,117,13 G100 G,1,Other,19
00002631,Herbal Aloe Concentrado,118,Sorbato De Potasio,1,Other,19
00002631,Herbal Aloe Concentrado,119,You Become Privileged Customer,1,Other,19
00002698,Gel douche sorbet de verveine,1,Water,1,Body_Care,2
00002698,Gel douche sorbet de verveine,25,Lauryl Glucoside,1,Body_Care,2
00002698,Gel douche sorbet de verveine,19,Glycerin,1,Body_Care,2
00002698,Gel douche sorbet de verveine,26,Sodium Cocoamphoacetate,1,Body_Care,2
00002698,Gel douche sorbet de verveine,27,Decyl Glucoside,1,Body_Care,2
00002698,Gel douche sorbet de verveine,28,Sodium Cocoyl Glutamate,1,Body_Care,2
00002698,Gel douche sorbet de verveine,34,Lactic Acid,1,Body_Care,2
00002698,Gel douche sorbet de verveine,32,Coco-Glucoside,1,Body_Care,2
00002698,Gel douche sorbet de verveine,8,Oil,1,Body_Care,2
00002698,Gel douche sorbet de verveine,33,Glyceryl Oleate,1,Body_Care,2
00002698,Gel douche sorbet de verveine,120,Benzyl Alcohol,1,Body_Care,2
00002698,Gel douche sorbet de verveine,90,Fragrance,0,Body_Care,2
00002698,Gel douche sorbet de verveine,121,Dehydroacetic Acid,1,Body_Care,2
00002698,Gel douche sorbet de verveine,122,Phytic Acid,1,Body_Care,2
00002698,Gel douche sorbet de verveine,123,Copper Pca,1,Body_Care,2
00002698,Gel douche sorbet de verveine,124,Ci 75300,1,Body_Care,2
00002698,Gel douche sorbet de verveine,125,Citral,0,Body_Care,2
00002698,Gel douche sorbet de verveine,126,Coumarin,1,Body_Care,2
00002698,Gel douche sorbet de verveine,97,Limonene,0,Body_Care,2
00002698,Gel douche sorbet de verveine,96,Linalool,0,Body_Care,2
00002708,Base micellaire concentrée,19,Glycerin,1,Makeup,13
00002708,Base micellaire concentrée,1,Water,1,Makeup,13
00002708,Base micellaire concentrée,105,Sodium Pca,1,Makeup,13
00002708,Base micellaire concentrée,127,Sucrose Laurate,1,Makeup,13
00002708,Base micellaire concentrée,128,Hydrogenerated Starch Hydolsate,1,Makeup,13
00002708,Base micellaire concentrée,129,Sucrose Dilaurate,1,Makeup,13
00002708,Base micellaire concentrée,130,Sucrose Trilaurate,1,Makeup,13
00002708,Base micellaire concentrée,131,Biosaccharide Gum-1,1,Makeup,13
00002708,Base micellaire concentrée,132,Glyceril Caprylate,1,Makeup,13
00002708,Base micellaire concentrée,111,Sodium Levulinate,1,Makeup,13
00002708,Base micellaire concentrée,104,Sodium Anisate,1,Makeup,13
00002979,Coloration végétale henné cuivré,133,Lawsonia Inermis Leaf Extract,1,Other,19
00002979,Coloration végétale henné cuivré,134,Indigofera Tinctoria Leaf Powder,1,Other,19
00002979,Coloration végétale henné cuivré,135,Emblica Officinalis Fruit Powder,1,Other,19
00002979,Coloration végétale henné cuivré,136,Ziziphus Spina-Christi Leaf,1,Other,19
00002979,Coloration végétale henné cuivré,137,Eucalyptus Globulus Leaf Powder,1,Other,19
00002979,Coloration végétale henné cuivré,138,Aloe Barbadensis Leaf Powder,1,Other,19
00002979,Coloration végétale henné cuivré,139,Curcuma Longa Root Powder,1,Other,19
00002979,Coloration végétale henné cuivré,140,Matricaria Chamomilla Flower Powder,1,Other,19
00002980,Henné châtain foncé,134,Indigofera Tinctoria Leaf Powder,1,Other,19
00002980,Henné châtain foncé,141,Rubia Cordifolia Root Powder,1,Other,19
00002980,Henné châtain foncé,142,Hibiscus Sabdariffa Flower Powder,1,Other,19
00002980,Henné châtain foncé,133,Lawsonia Inermis Leaf Extract,1,Other,19
00002980,Henné châtain foncé,139,Curcuma Longa Root Powder,1,Other,19
00002980,Henné châtain foncé,135,Emblica Officinalis Fruit Powder,1,Other,19
00002980,Henné châtain foncé,137,Eucalyptus Globulus Leaf Powder,1,Other,19
00002980,Henné châtain foncé,143,Zizyphus Spina-Christi Leaf,1,Other,19
00002980,Henné châtain foncé,140,Matricaria Chamomilla Flower Powder,1,Other,19
00004019,Soin neutre Lait végétal,1,Water,1,Other,19
00004019,Soin neutre Lait végétal,8,Oil,1,Other,19
00004019,Soin neutre Lait végétal,19,Glycerin,1,Other,19
00004019,Soin neutre Lait végétal,106,Salix Nigra Bark Extract,1,Other,19
00004019,Soin neutre Lait végétal,107,Dicaprylyl Carbonate,1,Other,19
00004019,Soin neutre Lait végétal,144,Glyceryl Stearate Citrate,1,Other,19
00004019,Soin neutre Lait végétal,145,Polyglyceryl-3 Stearate,1,Other,19
00004019,Soin neutre Lait végétal,84,Glyceryl Stearate,1,Other,19
00004019,Soin neutre Lait végétal,146,Butyrospermum Parkii Butter,1,Other,19
00004019,Soin neutre Lait végétal,147,Theobroma Cacao Seed Butter,1,Other,19
00004019,Soin neutre Lait végétal,111,Sodium Levulinate,1,Other,19
00004019,Soin neutre Lait végétal,148,Hydrogenated Lecithin,1,Other,19
00004019,Soin neutre Lait végétal,103,Levulinic Acid,1,Other,19
00004019,Soin neutre Lait végétal,104,Sodium Anisate,1,Other,19
00004019,Soin neutre Lait végétal,149,C10-18 Triglycerides,1,Other,19
00004019,Soin neutre Lait végétal,49,Xanthan Gum,1,Other,19
00004019,Soin neutre Lait végétal,7,Tocopherol,1,Other,19
00004019,Soin neutre Lait végétal,122,Phytic Acid,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,1,Water,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,150,Aluminum Chlorohydrate,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,151,Ppg-15 Stearyl Ether,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,152,Steareth-2,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,153,Gossypium Herbaceum Extract,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,154,Steareth-20,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,93,Sodium Benzoate,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,90,Fragrance,0,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,155,Propylene Glycol,1,Other,19
00006582,Jardins du monde Fleur de coton d'Inde,97,Limonene,0,Other,19
00006860,Cèdre eau de toilette,156,Alcohol Denat,1,Perfumes,20
00006860,Cèdre eau de toilette,1,Water,1,Perfumes,20
00006860,Cèdre eau de toilette,90,Fragrance,0,Perfumes,20
00006860,Cèdre eau de toilette,97,Limonene,0,Perfumes,20
00006860,Cèdre eau de toilette,125,Citral,0,Perfumes,20
00006860,Cèdre eau de toilette,96,Linalool,0,Perfumes,20
0000871392308,avon,1,Water,1,Makeup,13
0000871392308,avon,157,Glycerinquot,1,Makeup,13
0000871392308,avon,158,Stearic Acid,1,Makeup,13
0000871392308,avon,8,Oil,1,Makeup,13
0000871392308,avon,159,Glycol Stearate,1,Makeup,13
0000871392308,avon,61,Dimethicone,1,Makeup,13
0000871392308,avon,84,Glyceryl Stearate,1,Makeup,13
0000871392308,avon,160,Triethanolamine,1,Makeup,13
0000871392308,avon,161,Cetyl Alcohol,1,Makeup,13
0000871392308,avon,21,Phenoxyethanol,0,Makeup,13
0000871392308,avon,162,Caprylyl Glycol,1,Makeup,13
0000871392308,avon,163,Carbomer,1,Makeup,13
0000871392308,avon,164,Hydroxyethylcellulose,1,Makeup,13
0000871392308,avon,90,Fragrance,0,Makeup,13
0000871392308,avon,87,Disodium Edta,1,Makeup,13
0000871392308,avon,165,Bht,1,Makeup,13
0000871392308,avon,166,Stearamide Amp,1,Makeup,13
0000871392308,avon,22,Aloe Barbadensis Leaf Juice,1,Makeup,13
0000871392308,avon,167,Algae Extract,1,Makeup,13
0000871392308,avon,75,Rosmarinus Officinalis Leaf Extract,1,Makeup,13
0000871392308,avon,168,Alpha-Isomethyl Ionone,1,Makeup,13
0000871392308,avon,169,Amyl Cinnamal,1,Makeup,13
0000871392308,avon,170,Amylcinnamyl Alcohol,1,Makeup,13
0000871392308,avon,120,Benzyl Alcohol,1,Makeup,13
0000871392308,avon,171,Benzyl Benzoate,0,Makeup,13
0000871392308,avon,172,Butylphenyl Methylpropional,1,Makeup,13
0000871392308,avon,125,Citral,0,Makeup,13
0000871392308,avon,173,Citronellol,1,Makeup,13
0000871392308,avon,98,Geraniol,0,Makeup,13
0000871392308,avon,95,Hexyl Cinnamal,1,Makeup,13
0000871392308,avon,174,Isoeugenol,1,Makeup,13
0000871392308,avon,97,Limonene,0,Makeup,13
0000902980642,Curasept colluttorio,1,Water,1,Hygiene,10
0000902980642,Curasept colluttorio,175,Xylitol,1,Hygiene,10
0000902980642,Curasept colluttorio,8,Oil,1,Hygiene,10
0000902980642,Curasept colluttorio,176,Propylene Gycaol Poloxamer 407,1,Hygiene,10
0000902980642,Curasept colluttorio,177,Ascorbic Cid,1,Hygiene,10
0000902980642,Curasept colluttorio,93,Sodium Benzoate,1,Hygiene,10
0000902980642,Curasept colluttorio,178,Aroma,1,Hygiene,10
0000902980642,Curasept colluttorio,179,Chlorhexidine Digluconate,1,Hygiene,10
0000902980642,Curasept colluttorio,180,Sodium Metabisulfite,1,Hygiene,10
0000902980642,Curasept colluttorio,45,Sodium Citrate,1,Hygiene,10
0000902980642,Curasept colluttorio,181,Ci 42090,1,Hygiene,10
0000933257014,Elf eye cream,1,Water,1,Face_Care,6
0000933257014,Elf eye cream,57,Butylene Glycol,1,Face_Care,6
0000933257014,Elf eye cream,61,Dimethicone,1,Face_Care,6
0000933257014,Elf eye cream,182,Cucumis Sativus Fruit Extract,1,Face_Care,6
0000933257014,Elf eye cream,183,Ethylhexyl Palmitate,1,Face_Care,6
0000933257014,Elf eye cream,184,Butyrospermum Parkii,1,Face_Care,6
0000933257014,Elf eye cream,84,Glyceryl Stearate,1,Face_Care,6
0000933257014,Elf eye cream,185,Peg-100 Sterate,1,Face_Care,6
0000933257014,Elf eye cream,66,Cetearyl Alcohol,1,Face_Care,6
0000933257014,Elf eye cream,186,Hydrogenated Polyisobutene,1,Face_Care,6
0000933257014,Elf eye cream,19,Glycerin,1,Face_Care,6
0000933257014,Elf eye cream,8,Oil,1,Face_Care,6
0000933257014,Elf eye cream,160,Triethanolamine,1,Face_Care,6
0000933257014,Elf eye cream,163,Carbomer,1,Face_Care,6
0000933257014,Elf eye cream,74,Tocopheryl Acetate,1,Face_Care,6
0000933257014,Elf eye cream,73,Bisabolol,1,Face_Care,6
0000933257014,Elf eye cream,87,Disodium Edta,1,Face_Care,6
0000933257014,Elf eye cream,187,Sod Ium Hyaluronate,1,Face_Care,6
0000933257014,Elf eye cream,188,Trehalose,1,Face_Care,6
0000933257014,Elf eye cream,189,Camellia Sinensis Leaf Extract,1,Face_Care,6
0000933257014,Elf eye cream,21,Phenoxyethanol,0,Face_Care,6
0000933257014,Elf eye cream,190,Ethylhexylglycerin,0,Face_Care,6
0001090406002,Professional styling perfect curl,1,Water,1,Hair_Care,8
0001090406002,Professional styling perfect curl,161,Cetyl Alcohol,1,Hair_Care,8
0001090406002,Professional styling perfect curl,8,Oil,1,Hair_Care,8
0001090406002,Professional styling perfect curl,61,Dimethicone,1,Hair_Care,8
0001090406002,Professional styling perfect curl,191,Dmdm Hydantoin,1,Hair_Care,8
0001090406002,Professional styling perfect curl,192,Glyceryl Citnic Acid,1,Hair_Care,8
0001090406002,Professional styling perfect curl,172,Butylphenyl Methylpropional,1,Hair_Care,8
0001090406002,Professional styling perfect curl,95,Hexyl Cinnamal,1,Hair_Care,8
0001090406002,Professional styling perfect curl,193,Stearate Se,1,Hair_Care,8
0001090406002,Professional styling perfect curl,194,Propylen Giycol,1,Hair_Care,8
0001090406002,Professional styling perfect curl,195,Cetrimonium Chloride,1,Hair_Care,8
0001090406002,Professional styling perfect curl,196,Hydroxycitronellal,1,Hair_Care,8
0001090406002,Professional styling perfect curl,197,Hydroxyisohexyl 3-Cyclohexene Keratin,1,Hair_Care,8
0001090406002,Professional styling perfect curl,96,Linalool,0,Hair_Care,8
0001090406002,Professional styling perfect curl,173,Citronellol,1,Hair_Care,8
0001090406002,Professional styling perfect curl,198,Carboxaldehyde,1,Hair_Care,8
00011209,Gel para después de Afeitar,1,Water,1,Other,19
00011209,Gel para después de Afeitar,156,Alcohol Denat,1,Other,19
00011209,Gel para después de Afeitar,199,Glycereth-26,1,Other,19
00011209,Gel para después de Afeitar,90,Fragrance,0,Other,19
00011209,Gel para después de Afeitar,200,Peg-8 Distearate,1,Other,19
00011209,Gel para después de Afeitar,201,Acrylates Crosspolymer,1,Other,19
00011209,Gel para después de Afeitar,160,Triethanolamine,1,Other,19
00011209,Gel para después de Afeitar,23,Allantoin,1,Other,19
00011209,Gel para después de Afeitar,96,Linalool,0,Other,19
00011209,Gel para después de Afeitar,97,Limonene,0,Other,19
00011209,Gel para después de Afeitar,202,Hydropropyl Cellulose,1,Other,19
00011209,Gel para después de Afeitar,203,Peg-2 Stearate,1,Other,19
00011209,Gel para después de Afeitar,73,Bisabolol,1,Other,19
00011209,Gel para después de Afeitar,204,Eugenol,1,Other,19
00011209,Gel para después de Afeitar,205,Evernia Prunastri Extract,1,Other,19
00011209,Gel para después de Afeitar,98,Geraniol,0,Other,19
00011209,Gel para después de Afeitar,206,Aloe Barbadensis,1,Other,19
00011209,Gel para después de Afeitar,173,Citronellol,1,Other,19
00011209,Gel para después de Afeitar,196,Hydroxycitronellal,1,Other,19
00011209,Gel para después de Afeitar,207,Tetrasodium Edta,1,Other,19
00011209,Gel para después de Afeitar,125,Citral,0,Other,19
00011209,Gel para después de Afeitar,208,Sodium Hyaluronate,1,Other,19
00011209,Gel para después de Afeitar,172,Butylphenyl Methylpropional,1,Other,19
00011209,Gel para después de Afeitar,170,Amylcinnamyl Alcohol,1,Other,19
0001182258268,Oral care dry mouth lozenges fruit mix,37,Sorbitol,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,209,Gum Arabic,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,210,Blue 1,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,211,Blue 2,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,52,Titanium Dioxide,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,212,Yellow,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,213,Turmeric,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,8,Oil,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,214,Lime,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,215,Orange,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,216,Spearmint,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,217,Peppermint,1,Hygiene,10
0001182258268,Oral care dry mouth lozenges fruit mix,218,Other Natural Ingredients,1,Hygiene,10
00012114,Crema Hidratante,1,Water,1,Face_Care,6
00012114,Crema Hidratante,61,Dimethicone,1,Face_Care,6
00012114,Crema Hidratante,219,Ethylmexyl Stearate,1,Face_Care,6
00012114,Crema Hidratante,19,Glycerin,1,Face_Care,6
00012114,Crema Hidratante,84,Glyceryl Stearate,1,Face_Care,6
00012114,Crema Hidratante,66,Cetearyl Alcohol,1,Face_Care,6
00012114,Crema Hidratante,220,Peg-100 Stearate,1,Face_Care,6
00012114,Crema Hidratante,21,Phenoxyethanol,0,Face_Care,6
00012114,Crema Hidratante,90,Fragrance,0,Face_Care,6
00012114,Crema Hidratante,221,Hydroxyacetophenone,1,Face_Care,6
00012114,Crema Hidratante,201,Acrylates Crosspolymer,1,Face_Care,6
00012114,Crema Hidratante,222,Hydrolyzed Yogurt Protein,1,Face_Care,6
00012114,Crema Hidratante,87,Disodium Edta,1,Face_Care,6
00012114,Crema Hidratante,223,Panthenol,1,Face_Care,6
00012114,Crema Hidratante,224,Sodium Hydroxide,1,Face_Care,6
00012114,Crema Hidratante,225,Polycrylamide,1,Face_Care,6
00012114,Crema Hidratante,226,C13-14 Isoparaffin,1,Face_Care,6
00012114,Crema Hidratante,227,Laureth-7,1,Face_Care,6
00012114,Crema Hidratante,96,Linalool,0,Face_Care,6
00012114,Crema Hidratante,168,Alpha-Isomethyl Ionone,1,Face_Care,6
00012114,Crema Hidratante,50,Citric Acid,1,Face_Care,6
00012282,Totalist Crema Anti Arrugas Jalea Real,1,Water,1,Face_Care,6
00012282,Totalist Crema Anti Arrugas Jalea Real,8,Oil,1,Face_Care,6
00012282,Totalist Crema Anti Arrugas Jalea Real,161,Cetyl Alcohol,1,Face_Care,6
00012282,Totalist Crema Anti Arrugas Jalea Real,19,Glycerin,1,Face_Care,6
